Catalogador,id,Categoría,name,type,desc,atk,def,level,race,attribute,archetype,set_tag,setcode,ban_tcg,ban_ocg,ban_goat,image_url,image_url_small,booster_oficial,LON,LOD,PGD,MFC,DCR
Nico,38275183,SR,Spell Shield Type-8,Trap Card,"Activate 1 of these effects.\n● When a Spell Card is activated that targets exactly 1 monster on the field: Negate the activation, and if you do, destroy it.\n● When a Spell Card is activated: Send 1 Spell Card from your hand to the Graveyard; negate the activation, and if you do, destroy it.",,,,Counter,,,"SD4-EN031,SD6-EN033,GLD1-EN045,SD3-EN030,BP01-EN097,MFC-043,BP01-EN097,DR1-EN098,","Structure Deck: Fury from the Deep,Structure Deck: Spellcaster's Judgment,Gold Series,Structure Deck: Blaze of Destruction,Battle Pack: Epic Dawn,Magician's Force,Battle Pack: Epic Dawn,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/38275183.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/38275183.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,38275183,SR,Spell Shield Type-8,Trap Card,"Activate 1 of these effects.\n● When a Spell Card is activated that targets exactly 1 monster on the field: Negate the activation, and if you do, destroy it.\n● When a Spell Card is activated: Send 1 Spell Card from your hand to the Graveyard; negate the activation, and if you do, destroy it.",,,,Counter,,,"SD4-EN031,SD6-EN033,GLD1-EN045,SD3-EN030,BP01-EN097,MFC-043,BP01-EN097,DR1-EN098,","Structure Deck: Fury from the Deep,Structure Deck: Spellcaster's Judgment,Gold Series,Structure Deck: Blaze of Destruction,Battle Pack: Epic Dawn,Magician's Force,Battle Pack: Epic Dawn,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/38275183.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/38275183.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Eze,29735721,SR,Spell Vanishing,Trap Card,"Discard 2 cards from your hand. Negate the activation of a Spell Card and destroy it. Also, look at your opponent's hand and Deck and if you find any Spell Cards of the same name as the destroyed Spell Card, send all of them to the Graveyard.",,,,Counter,,,"DR1-EN263,DCR-101,DCR-EN101,","Dark Revelation Volume 1,Dark Crisis,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/29735721.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/29735721.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Nico,96677818,R,Spellbook Organization,Spell Card,"Look at the top 3 cards of your Deck, then return them to the top of the Deck in any order.",,,,Quick-Play,,,"MFC-093,DR1-EN148,GLD5-EN041,","Magician's Force,Dark Revelation Volume 1,Gold Series: Haunted Mine,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/96677818.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/96677818.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,96677818,R,Spellbook Organization,Spell Card,"Look at the top 3 cards of your Deck, then return them to the top of the Deck in any order.",,,,Quick-Play,,,"MFC-093,DR1-EN148,GLD5-EN041,","Magician's Force,Dark Revelation Volume 1,Gold Series: Haunted Mine,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/96677818.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/96677818.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Eze,52121290,C,Spherous Lady,Normal Monster,Many have been deceived by the beauty of this vampire.,400,1400,3,Rock,EARTH,,"LON-059,LON-E059,LON-EN059,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/52121290.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/52121290.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,69832741,C,Spirit Elimination,Spell Card,"When monsters in the Graveyard are removed from play, remove monsters on your side of the field from play as substitutes. This card remains active until the end of the turn that it is activated. The substitutes remain removed from play.",,,,Normal,,,"LON-102,LON-EN102,LON-E102,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/69832741.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/69832741.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,94772232,C,"Spirit Message ""A""",Spell Card,"This card can only be placed on the field by the effect of ""Destiny Board"".",,,,Continuous,,Spirit Message,"DPRP-EN044,RP02-EN048,LON-091,DB2-EN024,LON-EN091,LON-E091,","Duelist Pack: Rivals of the Pharaoh,Retro Pack 2,Labyrinth of Nightmare,Dark Beginning 2,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/94772232.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/94772232.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,31893528,C,"Spirit Message ""I""",Spell Card,"This card can only be placed on the field by the effect of ""Destiny Board"".",,,,Continuous,,Spirit Message,"DPRP-EN042,DB2-EN022,RP02-EN046,LON-089,LON-EN089,LON-E089,","Duelist Pack: Rivals of the Pharaoh,Dark Beginning 2,Retro Pack 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/31893528.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/31893528.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,30170981,C,"Spirit Message ""L""",Spell Card,"This card can only be placed on the field by the effect of ""Destiny Board.""",,,,Continuous,,Spirit Message,"DB2-EN025,DPRP-EN045,RP02-EN049,LON-092,LON-E092,LON-EN092,","Dark Beginning 2,Duelist Pack: Rivals of the Pharaoh,Retro Pack 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/30170981.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/30170981.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,67287533,C,"Spirit Message ""N""",Spell Card,"This card can only be placed on the field by the effect of ""Destiny Board"".",,,,Continuous,,Spirit Message,"DPRP-EN043,DB2-EN023,RP02-EN047,LON-090,LON-EN090,LON-E090,","Duelist Pack: Rivals of the Pharaoh,Dark Beginning 2,Retro Pack 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/67287533.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/67287533.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,13522325,SR,Spirit of Flames,Effect Monster,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 1 FIRE monster from your Graveyard. This card gains 300 ATK during your Battle Phase only.,1700,1000,4,Pyro,FIRE,,"LON-067,SDOK-EN016,LON-E067,LON-EN067,","Labyrinth of Nightmare,Onslaught of the Fire Kings Structure Deck,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/13522325.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/13522325.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,53530069,R,Spirit of the Breeze,Effect Monster,"As long as this card remains in face-up Attack Position on your side of the field, increase your Life Points by 1000 points during each of your Standby Phases.",0,1800,3,Fairy,WIND,,"DB1-EN235,LON-037,LON-EN037,LON-E037,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/53530069.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/53530069.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Nico,23205979,SR,Spirit Reaper,Effect Monster,"Cannot be destroyed by battle. After resolving a card effect that targets this face-up card, destroy this card. When this card inflicts battle damage to your opponent by a direct attack: Discard 1 random card from their hand.",300,200,3,Zombie,DARK,,"SD2-EN006,GLD4-EN011,DR1-EN024,SDZW-EN009,PGLD-EN083,PGD-076,LCYW-EN246,LCJW-EN190,BATT-EN013,CP03-EN002,","Structure Deck: Zombie Madness,Gold Series 4: Pyramids Edition,Dark Revelation Volume 1,Zombie World Structure Deck,Premium Gold,Pharaonic Guardian,Legendary Collection 3: Yugi's World Mega Pack,Legendary Collection 4: Joey's World Mega Pack,Battle Pack Tournament Prize Cards,Champion Pack: Game Three,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/23205979.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/23205979.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,67957315,C,Spirit Ryu,Effect Monster,"You can only activate this effect during your Battle Step, if this card battles during your turn. Discard 1 Dragon-Type monster from your hand to the Graveyard to increase the ATK and DEF of this card by 1000 points until the End Step.",1000,1000,4,Dragon,WIND,,"DB2-EN153,SS02-ENA08,LOD-036,SKE-023,LOD-EN036,","Dark Beginning 2,Speed Duel Starter Decks: Duelists of Tomorrow,Legacy of Darkness,Starter Deck: Kaiba Evolution,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/67957315.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/67957315.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,92394653,R,Spirit's Invitation,Trap Card,"Each time your Spirit monster returns to your hand, select 1 monster on your opponent's side of the field and return it to its owner's hand. Pay 500 Life Points during each of your Standby Phases. If you do not, this card is destroyed.",,,,Continuous,,,"DB2-EN204,LOD-095,LOD-EN095,","Dark Beginning 2,Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/92394653.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/92394653.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,99173029,R,Spiritual Energy Settle Machine,Spell Card,"As long as this card remains face-up on the field, all Spirit monsters remain face-up on the field and do not return to their owners' hand during the End Phase even if they are Normal Summoned or flipped face-up. Discard 1 card from your hand to the Graveyard during each of your End Phases. If you do not, destroy this card. When this card is removed from the field, all face-up Spirit monsters return to the owners' hands.",,,,Continuous,,,"DB2-EN191,LOD-082,LOD-EN082,","Dark Beginning 2,Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/99173029.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/99173029.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,15866454,R,Spiritualism,Spell Card,Return 1 Spell/Trap Card your opponent controls to the hand. This card's activation and effect cannot be negated.,,,,Normal,,,"LCYW-EN127,DB2-EN027,LON-094,LON-E094,LON-EN094,","Legendary Collection 3: Yugi's World Mega Pack,Dark Beginning 2,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/15866454.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/15866454.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,94425169,C,Spring of Rebirth,Spell Card,Increase your Life Points by 500 points every time monsters return from the field to the owner's hand.,,,,Continuous,,,"DB2-EN185,LOD-076,LOD-EN076,","Dark Beginning 2,Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/94425169.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/94425169.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,21175632,FUSION,St. Joan,Fusion Monster,"""The Forgiving Maiden"" + ""Darklord Marie""",2800,2000,7,Fairy,LIGHT,,"DB1-EN240,LON-045,LON-E045,LON-EN045,","Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/21175632.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/21175632.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,81385346,R,Stamping Destruction,Spell Card,"If you control a Dragon-Type monster: Target 1 Spell/Trap Card on the field; destroy that target, and if you do, inflict 500 damage to its controller.",,,,Normal,,,"DB2-EN161,YSKR-EN034,SS02-ENA11,BP03-EN142,SD1-EN017,SDBE-EN022,LOD-046,SDDL-EN026,BP03-EN142,LOD-EN046,","Dark Beginning 2,Starter Deck: Kaiba Reloaded,Speed Duel Starter Decks: Duelists of Tomorrow,Battle Pack 3: Monster League,Structure Deck: Dragon's Roar,Saga of Blue-Eyes White Dragon Structure Deck,Legacy of Darkness,Dragunity Legion Structure Deck,Battle Pack 3: Monster League,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/81385346.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/81385346.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Nico,65810489,C,Statue of the Wicked,Trap Card,"When this face-down card is destroyed and sent to the Graveyard, Special Summon 1 ""Wicked Token"" (Fiend-Type/DARK/Level 4 /ATK 1000/DEF 1000) on your side of the field.",,,,Normal,,,"DB2-EN243,PGD-046,","Dark Beginning 2,Pharaonic Guardian,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/65810489.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/65810489.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,92854392,SR,Staunch Defender,Trap Card,"You can only activate this card when your opponent declares an attack. Select 1 face-up monster on your side of the field. During this turn, your opponent can only designate the selected monster as an attack target and your opponent must attack the selected monster with all face-up monsters.",,,,Normal,,,"DR1-EN208,DCR-046,DCR-EN046,","Dark Revelation Volume 1,Dark Crisis,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/92854392.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/92854392.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,14644902,R,Summoner of Illusions,Flip Effect Monster,"FLIP: Tribute 1 other monster, and if you do, Special Summon 1 Fusion Monster from your Extra Deck, but destroy it during the End Phase of this turn.",800,900,3,Spellcaster,LIGHT,,"FUEN-EN038,LON-063,LCYW-EN243,GLD1-EN004,LON-EN063,LON-E063,","Fusion Enforcers,Labyrinth of Nightmare,Legendary Collection 3: Yugi's World Mega Pack,Gold Series,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/14644902.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/14644902.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,27770341,R,Super Rejuvenation,Spell Card,"During the End Phase of the turn this card was activated, draw a number of cards equal to the combined number of Dragon-Type monsters you discarded or Tributed from your hand or your side of the field this turn.",,,,Quick-Play,,,"DB2-EN162,LOD-047,LCJW-EN287,LOD-EN047,","Dark Beginning 2,Legacy of Darkness,Legendary Collection 4: Joey's World Mega Pack,Legacy of Darkness,",Banned,,,https://storage.googleapis.com/ygoprodeck.com/pics/27770341.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/27770341.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,75923050,FUSION,Super Robolady,Fusion Monster,"""Robolady"" + ""Roboyarou""\nYou can Special Summon ""Super Roboyarou"" by returning this card from the field to the Extra Deck. You cannot use this effect during the same turn this monster is Special Summoned. In addition, increase the ATK of this monster by 1000 points during the Damage Step when this monster inflicts Direct Damage to your opponent's Life Points.",1200,500,6,Machine,EARTH,,"LOD-073,LOD-EN073,","Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/75923050.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/75923050.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,1412158,FUSION,Super Roboyarou,Fusion Monster,"""Roboyarou"" + ""Robolady""\nYou can Special Summon ""Super Robolady"" by returning this card from the field to the Extra Deck. You cannot use this effect during the same turn this monster is Special Summoned. In addition, increase the ATK of this monster by 1000 points during the Damage Step when this monster battles with a monster.",1200,500,6,Machine,EARTH,,"LOD-074,LOD-EN074,","Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/1412158.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/1412158.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,44072894,R,Supply,Flip Effect Monster,FLIP: Return 2 Fusion-Material monsters that were sent to the Graveyard as a result of a Fusion Summon to your hand.,1300,800,4,Warrior,EARTH,,"LON-075,LON-E075,LON-EN075,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/44072894.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/44072894.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,40473581,SR,Susa Soldier,Spirit Monster,This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that this card is Normal Summoned or flipped face-up. The Battle Damage this card inflicts to your opponent's Life Points is halved.,2000,1600,4,Thunder,EARTH,,"LOD-066,TP6-EN008,DB2-EN178,LOD-EN066,","Legacy of Darkness,Tournament Pack 6,Dark Beginning 2,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/40473581.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/40473581.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Nico,41872150,SR,Swarm of Locusts,Effect Monster,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summoned: Target 1 Spell/Trap Card your opponent controls; destroy that target.,1000,500,3,Insect,DARK,,"DB2-EN222,GLD1-EN009,AP03-EN017,PGD-022,","Dark Beginning 2,Gold Series,Astral Pack Three,Pharaonic Guardian,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/41872150.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/41872150.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Nico,15383415,SR,Swarm of Scarabs,Effect Monster,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summoned: Target 1 monster your opponent controls; destroy that target.,500,1000,3,Insect,DARK,,"DB2-EN221,PGD-021,AP03-EN016,GLD1-EN008,","Dark Beginning 2,Pharaonic Guardian,Astral Pack Three,Gold Series,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/15383415.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/15383415.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,3573512,C,Swordsman of Landstar,Normal Monster,"An amateur with a sword, this fairy warrior relies on its mysterious powers.",500,1200,3,Warrior,EARTH,,"DB1-EN206,LCJW-EN010,LON-002,SDJ-002,LON-E002,LON-EN002,","Dark Beginning 1,Legendary Collection 4: Joey's World Mega Pack,Labyrinth of Nightmare,Starter Deck: Joey,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/3573512.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/3573512.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Nico,73628505,C,Terraforming,Spell Card,Add 1 Field Spell from your Deck to your hand.,,,,Normal,,,"SR04-EN029,LEHD-ENA25,SR02-EN034,SDPL-EN030,LEDD-ENC21,SR03-EN032,YS17-EN031,SDLS-EN025,SDMP-EN035,SDRL-EN026,SDGU-EN029,SDGR-EN028,SDSC-EN028,SDZW-EN025,DR1-EN036,SDRE-EN025,PGD-088,CP02-EN018,TU01-EN013,AP01-EN009,LCKC-EN090,OP05-EN003,","Dinosmasher's Fury Structure Deck,Legendary Hero Decks,Rise of the True Dragons Structure Deck,Structure Deck: Powercode Link,Legendary Dragon Decks,Machine Reactor Structure Deck,Starter Deck: Link Strike,Lost Sanctuary Structure Deck,Master of Pendulum Structure Deck,Rise of the Dragon Lords Structure Deck,Gates of the Underworld Structure Deck,Geargia Rampage Structure Deck,Spellcaster's Command Structure Deck,Zombie World Structure Deck,Dark Revelation Volume 1,Realm of the Sea Emperor Structure Deck,Pharaonic Guardian,Champion Pack: Game Two,Turbo Pack: Booster One,Astral Pack One,Legendary Collection Kaiba Mega Pack,OTS Tournament Pack 5,",,Semi-Limited,Limited,https://storage.googleapis.com/ygoprodeck.com/pics/73628505.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/73628505.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
